   #Hard_on_HCl   #Hard_on_HCl   #Hard_on_HCl
 #Erot(HCl)cm-1             #J    #Speed(m/s)
         211.87              4         305.57
           0.00              0         303.16
          63.56              2         437.55
         127.12              3         426.49
         593.23              7         721.59
        1398.33             11         503.13
         953.41              9         309.37
         211.87              4         323.11
         127.12              3         351.76
         127.12              3         322.53
         593.23              7         398.59
           0.00              0         144.26
         127.12              3         162.67
         953.41              9         369.90
         444.92              6         251.70
          21.19              1         224.46
         211.87              4         295.77
          63.56              2         357.50
         317.80              5         254.20
         317.80              5         226.61
         127.12              3         366.07
          63.56              2         312.13
          21.19              1         112.46
         127.12              3         215.43
         317.80              5         587.87
         127.12              3         639.28
         211.87              4         319.01
          21.19              1         544.92
         953.41              9         390.87
         444.92              6         392.50
         953.41              9         306.37
          21.19              1         489.14
         953.41              9         371.38
         127.12              3         125.80
         317.80              5         215.53
         211.87              4         237.22
         127.12              3         296.60
         127.12              3         109.04
         127.12              3         236.40
         211.87              4         253.83
        1165.28             10         736.07
         317.80              5         291.38
          21.19              1         312.83
         317.80              5         283.26
         317.80              5         452.54
         211.87              4         228.08
         127.12              3         222.66
         211.87              4         315.36
         953.41              9         256.21
         317.80              5         328.98
          63.56              2         501.27
         127.12              3         325.57
         593.23              7         313.70
          21.19              1         213.84
         127.12              3         316.40
           0.00              0         501.82
          21.19              1         400.69
          63.56              2         312.85
           0.00              0         196.60
         953.41              9         592.52
         593.23              7         237.69
          63.56              2         631.27
         317.80              5         294.32
         127.12              3         303.67
           0.00              0         347.31
         127.12              3         330.60
           0.00              0         409.34
         211.87              4         208.68
         127.12              3         628.27
         211.87              4         244.65
         211.87              4         195.67
         317.80              5          82.75
         211.87              4         421.86
          21.19              1         274.18
         444.92              6         377.01
         317.80              5         151.42
         317.80              5         393.43
          21.19              1         206.81
         127.12              3         327.49
         444.92              6         171.32
          63.56              2         232.54
         211.87              4         313.15
        2224.62             14         173.24
         762.73              8         257.31
         211.87              4         321.14
         593.23              7         396.87
         444.92              6         366.96
         444.92              6         102.64
          63.56              2         688.94
         593.23              7         223.96
          63.56              2         250.78
         211.87              4         191.37
          21.19              1         551.93
         317.80              5         310.32
         762.73              8         176.63
         211.87              4         199.50
         211.87              4         323.50
         317.80              5         158.73
          21.19              1         391.53
         444.92              6         470.03
         211.87              4         480.68
         127.12              3         327.99
         593.23              7         270.92
         211.87              4         151.67
          63.56              2         265.63
         317.80              5         325.06
         211.87              4         345.57
         593.23              7         264.81
           0.00              0         431.02
         127.12              3         292.63
         127.12              3         212.31
         593.23              7         275.02
         762.73              8         429.33
         211.87              4         521.54
        1165.28             10         445.70
         127.12              3         275.00
         317.80              5         215.76
         444.92              6         387.25
         317.80              5         406.17
         211.87              4         495.60
         211.87              4         360.31
        1398.33             11         366.35
         762.73              8         437.11
         953.41              9         446.33
         593.23              7         311.40
         317.80              5         287.37
          63.56              2         284.20
         762.73              8         753.90
         127.12              3         161.89
         211.87              4         308.77
         317.80              5         296.46
          63.56              2         289.07
         762.73              8         546.08
        1652.57             12         196.28
         211.87              4         115.90
         317.80              5         403.27
         211.87              4         748.13
         211.87              4         209.85
         127.12              3         301.13
          21.19              1         504.33
          63.56              2         402.78
         211.87              4         492.82
         444.92              6         462.56
         444.92              6         188.99
         127.12              3         447.95
         593.23              7         314.34
         762.73              8         171.89
         444.92              6         141.51
         762.73              8         275.45
          21.19              1         471.13
         211.87              4         293.86
         444.92              6         186.88
          63.56              2         129.09
         317.80              5         371.39
         953.41              9         357.59
         127.12              3         161.20
         762.73              8         428.17
         211.87              4         315.96
          63.56              2         363.23
         127.12              3         371.96
         211.87              4         262.24
         211.87              4         309.41
         317.80              5         468.16
          21.19              1         210.12
        2542.42             15         351.66
         127.12              3         229.25
         127.12              3         499.72
          21.19              1         443.32
         593.23              7         234.41
         211.87              4         244.72
         317.80              5         241.39
         211.87              4         218.90
          63.56              2         294.08
         593.23              7         140.04
         211.87              4         218.63
          63.56              2         287.47
          21.19              1         374.60
         444.92              6         591.81
         317.80              5         452.71
         593.23              7         172.64
         211.87              4         473.29
         317.80              5         161.99
          63.56              2         438.80
         317.80              5          85.79
         127.12              3         207.81
          63.56              2         169.31
         593.23              7         280.45
         317.80              5         333.64
         444.92              6         158.98
         762.73              8         225.88
         211.87              4         267.02
         317.80              5         211.89
         127.12              3         335.42
         317.80              5         392.87
         211.87              4         346.23
         127.12              3         233.42
         762.73              8         250.33
         593.23              7         577.99
          63.56              2         254.17
          21.19              1         145.18
         127.12              3         224.96
         317.80              5         560.03
         444.92              6         453.36
         444.92              6         185.34
         127.12              3         464.03
        1652.57             12         446.35
        1398.33             11         516.57
         211.87              4         303.76
          21.19              1         420.84
          21.19              1         407.31
         127.12              3         210.39
         593.23              7         600.69
         444.92              6         171.13
         127.12              3         316.27
          21.19              1         279.18
         444.92              6         399.88
         211.87              4         345.51
         444.92              6         333.19
         127.12              3         506.92
         127.12              3         313.72
         444.92              6         449.54
         317.80              5         287.23
          63.56              2         378.21
         127.12              3         198.74
         762.73              8         197.38
         317.80              5         561.69
         211.87              4         237.12
          63.56              2         238.82
          21.19              1         151.78
          63.56              2         226.07
         211.87              4         344.58
         211.87              4         261.82
         444.92              6         219.68
          63.56              2         288.72
         444.92              6         384.66
         444.92              6         388.51
         127.12              3         331.96
         317.80              5         270.00
         317.80              5         188.22
         317.80              5         346.76
         317.80              5         479.60
         127.12              3         485.35
         593.23              7         240.20
         211.87              4         143.72
          21.19              1         388.73
         317.80              5         430.01
         317.80              5         275.36
         127.12              3         392.73
         762.73              8         480.84
         317.80              5         311.10
         211.87              4         175.95
         211.87              4         161.60
         127.12              3         320.02
         317.80              5         178.73
         127.12              3         569.14
         211.87              4         176.75
         444.92              6         143.42
         211.87              4         318.10
         317.80              5         168.49
         317.80              5         493.58
         444.92              6         290.09
         127.12              3         597.43
          21.19              1         362.06
         211.87              4         332.77
          63.56              2         198.09
         593.23              7         358.25
         127.12              3         275.77
         211.87              4         390.43
         127.12              3         363.82
         127.12              3         524.28
         127.12              3         434.12
          63.56              2         465.92
         127.12              3         501.93
          63.56              2         457.53
         953.41              9         213.73
         211.87              4         447.13
          21.19              1         202.77
          63.56              2         507.44
         317.80              5         150.92
         127.12              3          92.91
        1165.28             10         421.44
          63.56              2         162.38
         317.80              5         225.28
         127.12              3         206.80
         211.87              4         416.09
         317.80              5         392.66
          63.56              2         238.65
          21.19              1         413.12
         593.23              7         190.68
         953.41              9         360.87
         317.80              5         324.83
         593.23              7         116.65
         211.87              4         214.10
         444.92              6         634.31
           0.00              0         221.40
         127.12              3         635.26
          63.56              2         157.03
          21.19              1         239.80
         762.73              8         372.48
          21.19              1         298.56
          21.19              1         280.72
         444.92              6         224.17
          21.19              1         120.31
         317.80              5         291.43
          63.56              2         408.02
         127.12              3         222.99
          63.56              2         357.30
         127.12              3         339.14
         127.12              3         505.30
         593.23              7         349.50
          63.56              2         489.62
         211.87              4         159.43
          63.56              2         278.45
         444.92              6         293.99
         593.23              7         350.93
         211.87              4         325.01
         127.12              3         153.52
         317.80              5         198.79
          63.56              2         269.49
          63.56              2         179.29
          21.19              1         319.87
         444.92              6         257.81
          21.19              1         464.13
         211.87              4         141.62
         444.92              6         217.70
          63.56              2         328.11
         593.23              7         264.76
         444.92              6         173.48
         593.23              7         406.83
         444.92              6         657.40
          21.19              1         185.80
          21.19              1         414.59
         444.92              6         354.77
         127.12              3         230.87
         444.92              6         219.52
          21.19              1         241.85
        2224.62             14         378.24
         211.87              4         325.06
           0.00              0         323.96
         444.92              6         291.67
         127.12              3          78.00
         593.23              7         231.93
         593.23              7         191.35
         762.73              8         289.13
         444.92              6         138.47
         127.12              3         330.09
         127.12              3         197.65
         762.73              8         150.80
          63.56              2         202.33
         211.87              4         429.79
         211.87              4         231.87
          63.56              2         232.54
          21.19              1         508.11
         953.41              9         323.54
         127.12              3         177.08
          63.56              2         340.19
         317.80              5         542.60
         127.12              3         899.89
         127.12              3         458.62
         444.92              6         688.35
         762.73              8         410.85
        1928.00             13         247.99
         317.80              5         390.61
         211.87              4         486.48
         444.92              6         222.38
         211.87              4         410.72
          63.56              2         227.75
         593.23              7         261.59
         317.80              5         258.62
         211.87              4         331.14
          21.19              1         202.28
         127.12              3         203.11
         127.12              3         474.86
          21.19              1         271.35
           0.00              0         469.78
          63.56              2         533.89
         444.92              6         381.04
         211.87              4         385.98
         211.87              4         283.74
          63.56              2         682.96
         762.73              8         241.97
          21.19              1         431.21
         211.87              4         213.52
         444.92              6         306.64
         127.12              3         149.16
         127.12              3         555.25
          21.19              1         405.56
         317.80              5         154.11
          21.19              1         464.01
         317.80              5         704.92
        1398.33             11         281.35
         127.12              3         206.35
         211.87              4         451.09
         211.87              4         307.03
          63.56              2         281.36
        2224.62             14         457.34
          21.19              1         349.93
          63.56              2         265.61
         444.92              6         329.37
         317.80              5         211.71
         317.80              5         220.04
         317.80              5         369.10
         317.80              5         457.25
         127.12              3         184.14
         762.73              8         270.91
          63.56              2         188.09
         127.12              3         182.96
          63.56              2         322.19
         317.80              5         336.03
         593.23              7         456.69
         593.23              7         204.37
         211.87              4         409.44
         762.73              8         304.57
          21.19              1         480.60
          21.19              1         349.86
         593.23              7         601.13
         444.92              6         250.59
         211.87              4         199.38
         127.12              3         300.43
         127.12              3         222.30
         593.23              7         135.23
         317.80              5         184.61
         127.12              3         341.04
         127.12              3         235.94
         762.73              8         209.42
         211.87              4         256.20
         127.12              3         205.41
         317.80              5         374.57
          21.19              1         224.01
         593.23              7         297.08
         444.92              6         210.98
         444.92              6         489.06
          21.19              1         217.86
         953.41              9         458.89
         127.12              3         314.18
          63.56              2         326.49
          63.56              2         328.38
         127.12              3         685.17
          63.56              2         537.31
         444.92              6         255.32
         127.12              3         654.64
           0.00              0         405.09
           0.00              0         220.18
         317.80              5         743.12
          63.56              2         489.16
         127.12              3         393.05
         593.23              7         188.39
         127.12              3         134.14
         317.80              5         232.42
         317.80              5         207.24
         593.23              7         286.76
         211.87              4         131.50
         127.12              3         331.44
         211.87              4         374.39
         211.87              4         513.33
         317.80              5         140.30
         317.80              5         528.09
         317.80              5         489.24
          21.19              1         450.87
         211.87              4         214.96
         317.80              5         163.36
          63.56              2         212.25
          63.56              2         319.11
         211.87              4         168.35
         127.12              3         451.18
         444.92              6         341.12
         127.12              3         269.26
         211.87              4         240.16
         127.12              3         189.15
         444.92              6         208.29
         211.87              4         566.43
          63.56              2         181.83
         444.92              6         560.81
         317.80              5         270.41
          63.56              2         393.31
         127.12              3         487.73
          63.56              2         213.06
          63.56              2         344.88
         953.41              9         489.35
          63.56              2         397.80
          63.56              2         300.88
         127.12              3         181.68
         211.87              4         790.88
         127.12              3         432.29
         317.80              5         212.36
         317.80              5         454.60
         127.12              3         328.96
         317.80              5         220.30
         317.80              5         151.38
          63.56              2         309.28
         127.12              3         486.35
         127.12              3         274.55
         317.80              5         181.97
         317.80              5         494.98
         211.87              4         310.28
         317.80              5         313.81
         762.73              8         235.70
         444.92              6         240.75
         127.12              3         501.93
          63.56              2         241.51
         317.80              5         215.95
         317.80              5         221.01
         211.87              4         408.28
         593.23              7         121.89
         444.92              6         337.11
         317.80              5         574.71
         127.12              3         151.70
         127.12              3         205.15
         127.12              3         251.40
         211.87              4         209.71
         317.80              5         171.27
        1398.33             11         381.67
          21.19              1         345.26
         444.92              6         418.38
          63.56              2         279.96
         444.92              6         205.78
         127.12              3         686.54
         211.87              4         435.55
           0.00              0         385.13
         211.87              4         405.41
         127.12              3          72.81
         317.80              5         189.85
         211.87              4         439.68
         211.87              4         191.67
         953.41              9         394.04
         593.23              7         460.76
         317.80              5         108.60
         127.12              3         199.63
         762.73              8         159.19
         444.92              6         353.45
          63.56              2         234.42
         127.12              3         490.79
          21.19              1         410.02
         317.80              5         253.16
         317.80              5         407.42
          63.56              2         223.27
         444.92              6         133.86
         127.12              3         165.70
         444.92              6         348.05
         317.80              5         338.72
         127.12              3         396.27
         444.92              6         327.58
          63.56              2         434.88
         317.80              5         267.97
         127.12              3         708.51
          63.56              2         266.95
         317.80              5         288.73
         444.92              6         162.07
         317.80              5         479.49
          63.56              2         267.06
          21.19              1         471.69
         953.41              9         189.21
         127.12              3         180.99
         211.87              4         435.26
          21.19              1         445.75
         444.92              6         585.41
         444.92              6         187.80
         127.12              3         329.18
         317.80              5         137.45
         211.87              4         112.97
         593.23              7          98.74
         444.92              6         710.19
          63.56              2         644.78
         317.80              5         331.72
         211.87              4         354.02
          63.56              2         395.69
          21.19              1         445.38
         127.12              3         520.45
         211.87              4         561.34
          63.56              2         518.46
         127.12              3         263.20
          21.19              1         408.40
         127.12              3         444.97
          63.56              2         328.02
           0.00              0         205.34
         317.80              5         298.44
          63.56              2         103.20
           0.00              0         157.24
         127.12              3         294.10
         317.80              5         482.80
         593.23              7         641.35
         211.87              4         153.01
          63.56              2         371.67
          21.19              1         179.99
          63.56              2         217.10
         127.12              3         281.40
          63.56              2         403.73
         317.80              5         427.79
         593.23              7         491.67
         762.73              8         389.94
         317.80              5         191.58
         317.80              5         435.38
         127.12              3         253.92
         444.92              6         495.11
         211.87              4         252.66
         762.73              8         557.28
         444.92              6         216.06
        1165.28             10         287.81
          63.56              2         260.45
         211.87              4         214.21
         593.23              7         666.68
          63.56              2         318.60
          63.56              2         259.70
         593.23              7         477.73
         593.23              7         158.77
          63.56              2         264.97
           0.00              0         177.19
         593.23              7         169.46
         211.87              4         265.42
         127.12              3         323.12
         317.80              5         472.00
          63.56              2         204.74
         127.12              3         204.90
         127.12              3         645.61
          63.56              2         149.95
         127.12              3         402.56
         127.12              3         296.59
         593.23              7         423.55
         211.87              4         371.38
         211.87              4         211.67
         211.87              4         114.08
         211.87              4         875.35
         317.80              5         201.76
         953.41              9         304.18
          21.19              1         239.42
         317.80              5         160.08
          21.19              1         298.30
         317.80              5         380.05
         317.80              5         492.25
         211.87              4         313.38
          63.56              2         371.61
          21.19              1         397.73
          63.56              2         110.32
          63.56              2         423.17
         444.92              6         280.08
         211.87              4         404.74
         762.73              8         170.24
         127.12              3         217.62
         317.80              5         434.69
          63.56              2         611.41
          63.56              2         390.02
         127.12              3         208.13
         444.92              6         398.58
          21.19              1         411.20
         317.80              5         255.29
          63.56              2         352.80
         211.87              4         401.01
         211.87              4         361.09
          63.56              2         204.88
          63.56              2         163.58
         211.87              4         437.78
         593.23              7         159.08
         127.12              3         355.91
         762.73              8         187.98
        1928.00             13         526.77
         127.12              3         119.08
         317.80              5         526.18
         127.12              3         412.49
         317.80              5         155.00
         211.87              4         144.14
          63.56              2         248.60
         127.12              3         502.68
          63.56              2         356.00
          21.19              1         304.11
         762.73              8         209.71
         762.73              8         420.42
         317.80              5         369.75
          63.56              2         289.23
         317.80              5         291.32
         317.80              5         324.33
          21.19              1         137.28
         211.87              4         307.36
          21.19              1         346.36
         127.12              3         304.29
         211.87              4         260.22
          63.56              2         351.81
         317.80              5         199.77
         593.23              7         109.82
         444.92              6         679.02
         127.12              3         245.22
        1928.00             13         382.21
          63.56              2         235.77
         127.12              3         353.27
           0.00              0         146.42
         127.12              3         191.36
           0.00              0         431.20
         127.12              3         393.53
           0.00              0         131.01
         317.80              5         212.80
        1652.57             12         317.74
         444.92              6         166.25
         444.92              6         409.82
          63.56              2         332.77
         211.87              4         180.18
         211.87              4         265.42
         444.92              6         331.37
         953.41              9         306.54
         211.87              4         142.78
         444.92              6         478.04
         127.12              3         303.79
         211.87              4         410.64
         317.80              5         302.75
         127.12              3         350.40
         127.12              3         511.99
         317.80              5         333.48
          63.56              2         420.27
          21.19              1         406.82
         127.12              3         643.57
          63.56              2         283.70
         211.87              4         600.46
         593.23              7         176.23
         127.12              3         235.40
          21.19              1         208.12
         127.12              3         629.01
          21.19              1         300.97
         127.12              3         192.52
         444.92              6         460.40
          63.56              2         197.95
          63.56              2         482.51
         211.87              4         229.38
         127.12              3         475.36
         127.12              3         243.46
          63.56              2         467.84
         211.87              4         267.25
         127.12              3         469.27
         444.92              6         189.74
         211.87              4         171.84
         211.87              4         174.84
         593.23              7         374.52
         593.23              7         113.48
          21.19              1         317.86
         127.12              3         231.09
         317.80              5         142.77
         127.12              3         314.65
         211.87              4          69.82
         593.23              7         261.23
          21.19              1         108.82
         211.87              4         227.10
         444.92              6         129.90
         211.87              4         233.09
         317.80              5         202.55
          21.19              1         234.89
         762.73              8         198.51
          63.56              2         457.84
         593.23              7         336.60
          63.56              2         235.28
          63.56              2         232.90
         211.87              4         458.02
         444.92              6         388.99
         127.12              3         381.93
         127.12              3         398.69
         444.92              6         416.51
         211.87              4         397.51
         444.92              6         558.52
          63.56              2         416.74
         593.23              7         182.61
         127.12              3         301.05
         127.12              3         384.60
         317.80              5         250.80
         211.87              4         252.92
          63.56              2         278.63
         317.80              5         545.80
         127.12              3         134.26
         444.92              6         239.49
         127.12              3         358.50
         762.73              8         380.87
         762.73              8         274.34
         444.92              6         267.27
         593.23              7         487.37
          21.19              1         303.34
         211.87              4         294.19
          63.56              2         253.66
         444.92              6         236.76
          63.56              2         542.36
         317.80              5         511.74
          63.56              2         521.62
         953.41              9         250.87
         211.87              4         279.83
         444.92              6         263.81
         762.73              8         110.24
           0.00              0         394.89
         317.80              5         306.31
         127.12              3         191.41
         317.80              5         340.81
          63.56              2         342.12
          21.19              1         170.30
         317.80              5         496.59
         317.80              5         547.09
         762.73              8         141.73
         211.87              4         379.40
         127.12              3         480.45
          21.19              1         467.76
         211.87              4         445.89
         317.80              5         467.96
         444.92              6         371.89
         211.87              4         447.30
          63.56              2         371.25
           0.00              0         224.36
         762.73              8         113.93
         762.73              8         442.85
         127.12              3         185.62
          63.56              2         428.39
         762.73              8         261.50
         211.87              4         100.71
         211.87              4         210.53
         593.23              7         406.27
          63.56              2         329.06
         593.23              7         204.01
         762.73              8         402.13
         211.87              4         212.44
          63.56              2         207.92
         127.12              3         270.94
         593.23              7         452.78
         593.23              7         548.50
         127.12              3         249.69
          21.19              1         409.51
         444.92              6         384.58
         444.92              6         286.52
         211.87              4         160.42
         211.87              4         391.29
         444.92              6         653.66
         211.87              4         361.37
          63.56              2         299.29
         762.73              8         227.03
         211.87              4         255.29
         593.23              7         341.45
         127.12              3         677.83
         127.12              3         380.39
         444.92              6         437.60
          21.19              1         322.34
         762.73              8         383.84
         593.23              7         198.94
          21.19              1         189.86
         127.12              3         392.07
        1398.33             11         211.32
         211.87              4         227.26
          63.56              2         124.11
         317.80              5         241.54
          63.56              2         433.35
          21.19              1         514.30
         211.87              4         166.54
         211.87              4         496.31
         317.80              5         253.16
          21.19              1         282.90
         593.23              7         364.64
         127.12              3         228.32
         444.92              6         142.69
         127.12              3         110.08
         127.12              3         241.30
         317.80              5         270.20
         444.92              6         187.86
         127.12              3         240.29
         317.80              5         350.87
        1398.33             11         499.59
          21.19              1         237.55
         317.80              5         393.25
         211.87              4         302.42
         211.87              4         346.69
         762.73              8         449.46
          63.56              2         351.71
           0.00              0         523.65
         211.87              4         347.65
         317.80              5         161.38
         211.87              4         309.66
         593.23              7         288.56
         444.92              6         244.77
         127.12              3         201.01
         444.92              6         411.43
         127.12              3         151.83
         317.80              5         250.12
         593.23              7         156.20
          21.19              1         827.37
          21.19              1         395.80
          63.56              2         459.25
          63.56              2         319.90
          63.56              2         156.51
         444.92              6         216.74
         211.87              4         155.19
         444.92              6         105.59
         211.87              4         196.47
         444.92              6         236.64
         317.80              5         250.71
         593.23              7         280.25
         317.80              5         228.25
          63.56              2         201.22
         127.12              3         255.05
         211.87              4         376.59
          63.56              2          97.78
          63.56              2         345.40
         317.80              5         183.00
         317.80              5         180.51
          63.56              2         467.05
         444.92              6         720.75
         211.87              4         135.49
         211.87              4         285.16
           0.00              0         339.37
          21.19              1         186.93
         211.87              4         267.12
         127.12              3         800.19
          63.56              2         378.95
         211.87              4         497.46
         127.12              3         234.23
         127.12              3         526.28
         762.73              8         477.31
         127.12              3         531.33
         211.87              4         646.52
         127.12              3         401.78
         211.87              4         272.53
         127.12              3         265.08
         127.12              3         135.46
         762.73              8         203.91
         444.92              6         340.12
          21.19              1         506.81
         127.12              3         240.59
          63.56              2         354.93
         593.23              7         169.80
        1165.28             10         258.19
         211.87              4         175.36
         953.41              9         644.85
         211.87              4         284.03
         211.87              4        1010.91
         211.87              4         300.65
         211.87              4         428.12
         211.87              4         310.03
         211.87              4         331.22
          21.19              1         302.26
          21.19              1         137.36
          21.19              1         691.75
         444.92              6         363.93
         317.80              5         285.04
          21.19              1         316.65
         444.92              6         683.91
         211.87              4         277.48
         127.12              3         478.06
         317.80              5         210.44
         317.80              5         252.29
         317.80              5         468.70
        1398.33             11         210.50
         762.73              8         369.07
          21.19              1         427.54
         211.87              4         270.14
         593.23              7         367.88
         444.92              6         106.15
         762.73              8         350.97
         953.41              9         580.24
         127.12              3         133.09
          63.56              2         329.94
          63.56              2         317.88
         127.12              3         198.10
          63.56              2         244.16
         211.87              4         448.29
         211.87              4         568.34
         127.12              3         277.32
         444.92              6         451.33
         953.41              9         215.47
         444.92              6         261.88
         317.80              5         249.54
         593.23              7         162.58
         127.12              3         255.32
          21.19              1         454.18
         211.87              4         267.05
         127.12              3         146.62
         317.80              5         174.08
         593.23              7         397.90
         762.73              8         233.54
          63.56              2         419.68
         953.41              9         133.72
         444.92              6         214.98
          63.56              2         367.65
          21.19              1         473.74
         127.12              3         360.92
         317.80              5         494.35
         444.92              6         381.97
         593.23              7         363.27
        1928.00             13         146.44
          63.56              2         298.74
         317.80              5         270.56
         762.73              8         310.87
         211.87              4         303.25
         127.12              3         397.13
         444.92              6         302.30
         211.87              4         238.30
         127.12              3         328.78
         953.41              9         295.43
          63.56              2         265.77
         127.12              3         303.02
          63.56              2         261.15
        1165.28             10         449.01
         317.80              5         379.54
         317.80              5         255.40
